fishID,Date,Chamber,SMR,sdSMR,MaxMR,MinMR,FirstMR,MeanTemp...C.,Weight..kg.,Chamber.Volume..L.,BlankCorrection,Species,TL,SL,W,Close_Time,Flush_Time,Vol_Ch,Nb_Ch,Catch_Date,Run_Date,Close_Time_Blank,Flush_Time_Blank,Note,Capture,Firesting,Data,DataBlank,Vol_Ch_Bl,Nb_Ch_Bl,Start_Time,Start_Time_Bl,Chambersize,Manip,Etat
MOO18-R001,2018-03-17 16:53:25,1,0.0556187329,0.0009854298,0.1871138347,0.0542871355,0.2114820392,27.9418199183,0.000214,0.006659,YES,Gnatholepis cauerensis,29.46,23.63,0.000214,180,180,0.006659,1,16/03/2018,17/03/2018,420,180,,Lagon,FS1,FS1_17-03-18.txt,FS1blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R002,2018-03-17 16:53:25,2,0.0661954301,0.0012280309,0.1950132087,0.0637670101,0.2219342566,27.9406189009,0.000275,0.006659,YES,Gnatholepis cauerensis,32.55,27.31,0.000275,180,180,0.006659,2,16/03/2018,17/03/2018,420,180,,Lagon,FS1,FS1_17-03-18.txt,FS1blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R003,2018-03-17 16:53:25,3,0.050908134,0.0004752812,0.0894507255,0.0503419347,0.2114830371,27.9395969008,0.000222,0.006659,YES,Gnatholepis cauerensis,28.92,24.46,0.000222,180,180,0.006659,3,16/03/2018,17/03/2018,420,180,,Lagon,FS1,FS1_17-03-18.txt,FS1blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R004,2018-03-17 16:53:25,4,0.0578899751,0.0010945841,0.1941356872,0.0564916967,0.2086634573,27.9383314286,0.000228,0.006659,YES,Gnatholepis cauerensis,30.07,25.28,0.000228,180,180,0.006659,4,16/03/2018,17/03/2018,420,180,,Lagon,FS1,FS1_17-03-18.txt,FS1blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R005,2018-03-17 16:53:25,5,0.0265077569,0.0004552252,0.0626168493,0.0257109815,0.0993512627,27.8838191223,0.000075,0.006659,YES,Gnatholepis cauerensis,21.26,17.69,0.000075,180,180,0.006659,5,16/03/2018,17/03/2018,420,180,,Lagon,FS2,FS2_17-03-18.txt,FS2blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R006,2018-03-17 16:53:25,6,0.0357764137,0.0005598917,0.0688148248,0.0351574848,0.0753944926,27.8826471886,0.000091,0.006659,YES,Gnatholepis cauerensis,22.71,18.79,0.000091,180,180,0.006659,6,16/03/2018,17/03/2018,420,180,,Lagon,FS2,FS2_17-03-18.txt,FS2blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R007,2018-03-17 16:53:25,7,0.0557799898,0.0013836868,0.1973299708,0.0541025836,0.217719201,27.8817169133,0.000311,0.006659,YES,Gnatholepis cauerensis,34.32,28.09,0.000311,180,180,0.006659,7,16/03/2018,17/03/2018,420,180,,Lagon,FS2,FS2_17-03-18.txt,FS2blank_17-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R008,2018-03-18 14:59:13,1,0.0031909443,0.0002282057,0.0129427673,0.0029469149,0.0131444681,28.0446626773,0.000035,0.006659,YES,Eviota afelei,15.19,12.56,0.000035,540,180,0.006659,1,17/03/2018,18/03/2018,420,180,,Lagon,FS1,FS1_18-03-18.txt,FS1blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R009,2018-03-18 14:59:13,2,0.0016013188,0.0002251347,0.0088227246,0.0013792165,0.0101029715,28.0443814558,0.000025,0.006659,YES,Eviota afelei,12.83,11.01,0.000025,540,180,0.006659,2,17/03/2018,18/03/2018,420,180,,Lagon,FS1,FS1_18-03-18.txt,FS1blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R010,2018-03-18 14:59:13,3,-0.0039823496,0.0001241022,0.0090302646,-0.0041682313,0.0105397474,28.0444842463,0.000021,0.006659,YES,Eviota afelei,13.4,10.81,0.000021,540,180,0.006659,3,17/03/2018,18/03/2018,420,180,,Lagon,FS1,FS1_18-03-18.txt,FS1blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R011,2018-03-18 14:59:13,4,0.0053166923,0.0002102582,0.0149384184,0.0050464391,0.0139200124,28.0450604438,0.000043,0.006659,YES,Eviota afelei,16.71,13.63,0.000043,540,180,0.006659,4,17/03/2018,18/03/2018,420,180,,Lagon,FS1,FS1_18-03-18.txt,FS1blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R012,2018-03-18 14:59:13,5,0.005199176,0.0002773899,0.0119025219,0.0047461165,0.0125368261,27.9912119101,0.000035,0.006659,YES,Eviota afelei,15.33,12.65,0.000035,540,180,0.006659,5,17/03/2018,18/03/2018,420,180,,Lagon,FS2,FS2_18-03-18.txt,FS2blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R013,2018-03-18 14:59:13,6,0.0080019727,0.0001205513,0.0242084902,0.0078052875,0.0234689533,27.9928614633,0.000052,0.006659,YES,Eviota afelei,17.72,14.65,0.000052,540,180,0.006659,6,17/03/2018,18/03/2018,420,180,,Lagon,FS2,FS2_18-03-18.txt,FS2blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R014,2018-03-18 14:59:13,7,0.0033927601,0.0002572533,0.0090608492,0.003115466,0.0068628782,27.9950742165,0.000026,0.006659,YES,Eviota afelei,14.13,11.23,0.000026,540,180,0.006659,7,17/03/2018,18/03/2018,420,180,,Lagon,FS2,FS2_18-03-18.txt,FS2blank_18-03-18.txt,0.006659,8,NA,NA,XS,Reef_services,ok
MOO18-R015,2018-03-19 16:31:57,2,0.0354470694,0.0004795884,0.0538428895,0.0347131351,-0.0049151843,28.120779798,0.000107,0.006659,YES,Glyptoparus delicatulus,25.24,22.08,0.000107,180,180,0.006659,2,18/03/2018,19/03/2018,420,180,16:45:01,Lagon,FS1,FS1_19-03-18.txt,FS1blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R016,2018-03-19 16:31:57,3,0.0428951063,0.0003464317,0.0769815641,0.0423126085,-0.0065611881,28.120606437,0.000134,0.006659,YES,Glyptoparus delicatulus,26.9,23.15,0.000134,180,180,0.006659,3,18/03/2018,19/03/2018,420,180,16:45:01,Lagon,FS1,FS1_19-03-18.txt,FS1blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R017,2018-03-19 16:31:57,4,0.0293684483,0.0003160384,0.0499712278,0.0287595036,-0.0041331953,28.1199978409,0.000077,0.006659,YES,Glyptoparus delicatulus,22.66,19.41,0.000077,180,180,0.006659,4,18/03/2018,19/03/2018,420,180,16:45:01,Lagon,FS1,FS1_19-03-18.txt,FS1blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R018,2018-03-19 16:31:57,5,0.0375540847,0.00034135,0.0640655953,0.0369609669,-0.0031816578,28.0645738136,0.000133,0.006659,YES,Glyptoparus delicatulus,26.28,22.82,0.000133,180,180,0.006659,5,18/03/2018,19/03/2018,420,180,16:45:01,Lagon,FS1,FS1_19-03-18.txt,FS1blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R019,2018-03-19 16:31:57,6,0.0201551004,0.0010349962,0.039914475,0.0189996921,-0.0024543529,28.0643785961,0.000053,0.006659,YES,Glyptoparus delicatulus,19.78,17.1,0.000053,180,180,0.006659,6,18/03/2018,19/03/2018,420,180,16:45:01,Lagon,FS2,FS2_19-03-18.txt,FS2blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R020,2018-03-19 16:31:57,7,0.0131659031,0.0004691277,0.0261728115,0.0124933909,-0.001952591,28.0646313839,0.00002,0.006659,YES,Glyptoparus delicatulus,14.61,12.76,0.00002,180,180,0.006659,7,18/03/2018,19/03/2018,420,180,16:45:01,Lagon,FS2,FS2_19-03-18.txt,FS2blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R021,2018-03-19 16:31:57,8,0.0504469932,0.0005815072,0.0906649967,0.0494648155,-0.009325142,28.0654009324,0.000177,0.006659,YES,Glyptoparus delicatulus,28.93,25.25,0.000177,180,180,0.006659,8,18/03/2018,19/03/2018,420,180,,Lagon,FS2,FS2_19-03-18.txt,FS2blank_19-03-18.txt,0.006659,1,14:54:01,09:13:01,XS,Reef_services,ok
MOO18-R022,2018-03-20 13:51:58,1,0.0802406143,0.0015101382,0.2829587486,0.0778550214,0.3141149542,28.070355545,0.000389,0.006659,YES,Gnatholepis cauerensis,34.76,29.04,0.000389,180,180,0.006659,1,16/03/2018,20/03/2018,420,180,,Lagon,FS1,FS1_20-03-18.txt,FS1blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R023,2018-03-20 13:51:58,2,0.0908629666,0.0014202858,0.2271756626,0.0884775409,0.3248294354,28.0691402871,0.000433,0.006659,YES,Gnatholepis cauerensis,36.53,30.98,0.000433,180,180,0.006659,2,16/03/2018,20/03/2018,420,180,,Lagon,FS1,FS1_20-03-18.txt,FS1blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R024,2018-03-20 13:51:58,3,0.0568798968,0.0009779054,0.200349048,0.0551019243,0.2315385565,28.0681873978,0.000203,0.006659,YES,Gnatholepis cauerensis,28.92,24.53,0.000203,180,180,0.006659,3,16/03/2018,20/03/2018,420,180,,Lagon,FS1,FS1_20-03-18.txt,FS1blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R025,2018-03-20 13:51:58,4,0.0531553783,0.0015534279,0.1746101532,0.0497230393,0.1876709423,28.0674189555,0.000216,0.006659,YES,Gnatholepis cauerensis,29.17,24.25,0.000216,180,180,0.006659,4,16/03/2018,20/03/2018,420,180,,Lagon,FS1,FS1_20-03-18.txt,FS1blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R026,2018-03-20 13:51:58,5,0.0400454319,0.0009253791,0.15050283,0.0382988011,0.1449857172,28.0097508994,0.000149,0.006659,YES,Gnatholepis cauerensis,26,21.7,0.000149,180,180,0.006659,5,16/03/2018,20/03/2018,420,180,,Lagon,FS2,FS2_20-03-18.txt,FS2blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R027,2018-03-20 13:51:58,6,0.0513769866,0.0006671255,0.1665347838,0.0502273009,0.1571864573,28.0092498534,0.00022,0.006659,YES,Gnatholepis cauerensis,29.66,25.07,0.00022,180,180,0.006659,6,16/03/2018,20/03/2018,420,180,,Lagon,FS2,FS2_20-03-18.txt,FS2blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R028,2018-03-20 13:51:58,7,0.0448216917,0.0006908531,0.1786331087,0.0437591389,0.1919509691,28.0086374447,0.000172,0.006659,YES,Gnatholepis cauerensis,27.27,22.58,0.000172,180,180,0.006659,7,16/03/2018,20/03/2018,420,180,,Lagon,FS2,FS2_20-03-18.txt,FS2blank_20-03-18.txt,0.006659,8,13:55:01,09:12:01,XS,Reef_services,ok
MOO18-R029,2018-03-21 14:12:03,1,0.0083174293,0.0006579779,0.0237395004,0.0072825349,0.0259711827,28.0289572598,0.000056,0.006659,YES,Eviota afelei,18.29,14.97,0.000056,540,180,0.006659,1,17/03/2018,21/03/2018,420,180,,Lagon,FS1,FS1_21-03-18.txt,FS1blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R030,2018-03-21 14:12:03,2,0.0044006206,0.0001233997,0.0116552452,0.0042018335,0.0134203832,28.0271745154,0.000028,0.006659,YES,Eviota afelei,14.44,12.51,0.000028,540,180,0.006659,2,17/03/2018,21/03/2018,420,180,,Lagon,FS1,FS1_21-03-18.txt,FS1blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R031,2018-03-21 14:12:03,3,0.00242951,5.32653810466664E-05,0.0075583347,0.0023633596,0.0089348128,28.026234186,0.000022,0.006659,YES,Eviota afelei,13.41,11.13,0.000022,540,180,0.006659,3,17/03/2018,21/03/2018,420,180,,Lagon,FS1,FS1_21-03-18.txt,FS1blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R032,2018-03-21 14:12:03,4,0.0005295695,0.0001332375,0.0081475327,0.0003664853,0.01336305,28.0257778046,0.000018,0.006659,YES,Eviota afelei,13.75,11.47,0.000018,540,180,0.006659,4,17/03/2018,21/03/2018,420,180,,Lagon,FS1,FS1_21-03-18.txt,FS1blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R033,2018-03-21 14:12:03,5,0.0007949104,0.000199525,0.00481491,0.0005284997,0.0102298697,27.9729260944,0.000013,0.006659,YES,Eviota afelei,11.66,10.01,0.000013,540,180,0.006659,5,17/03/2018,21/03/2018,420,180,,Lagon,FS2,FS2_21-03-18.txt,FS2blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R034,2018-03-21 14:12:03,6,0.0026920016,0.0001825193,0.0069002484,0.0023487423,0.0152038714,27.9714519545,0.000024,0.006659,YES,Eviota afelei,13.56,11.98,0.000024,540,180,0.006659,6,17/03/2018,21/03/2018,420,180,,Lagon,FS2,FS2_21-03-18.txt,FS2blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R035,2018-03-21 14:12:03,7,0.0040556683,0.0001529405,0.0092935152,0.0038158396,0.0280391025,27.9708010013,0.000062,0.006659,YES,Eviota afelei,19.28,16.31,0.000062,540,180,0.006659,7,17/03/2018,21/03/2018,420,180,,Lagon,FS2,FS2_21-03-18.txt,FS2blank_21-03-18.txt,0.006659,8,14:29:01,09:00:01,XS,Reef_services,ok
MOO18-R036,2018-03-22 12:51:56,1,0.0193210711,0.0004317628,0.0797065786,0.0187030856,0.0919624287,28.0625003711,0.00006,0.006659,YES,Glyptoparus delicatulus,21.47,18.41,0.00006,180,180,0.006659,1,18/03/2018,22/03/2018,420,180,,Lagon,FS1,FS1_22-03-18.txt,FS1blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R037,2018-03-22 12:51:56,2,0.0343213168,0.0005510357,0.1539669542,0.0331646954,0.1745707692,28.0627628904,0.000174,0.006659,YES,Glyptoparus delicatulus,30.52,26.81,0.000174,180,180,0.006659,2,18/03/2018,22/03/2018,420,180,,Lagon,FS1,FS1_22-03-18.txt,FS1blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R038,2018-03-22 12:51:56,3,0.0465851565,0.0007558982,0.214802028,0.0452889081,0.240130449,28.0632781631,0.000205,0.006659,YES,Glyptoparus delicatulus,31.01,26.9,0.000205,180,180,0.006659,3,18/03/2018,22/03/2018,420,180,,Lagon,FS1,FS1_22-03-18.txt,FS1blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R039,2018-03-22 12:51:56,4,0.0372642423,0.0005635716,0.1757182165,0.0362611493,0.1935318243,28.0635729628,0.000192,0.006659,YES,Glyptoparus delicatulus,30.3,25.76,0.000192,180,180,0.006659,4,18/03/2018,22/03/2018,420,180,,Lagon,FS1,FS1_22-03-18.txt,FS1blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R040,2018-03-22 12:51:56,5,0.0311493797,0.0003261109,0.1293318423,0.0305011935,0.1457829236,28.0107822145,0.000124,0.006659,YES,Glyptoparus delicatulus,25.85,22.43,0.000124,180,180,0.006659,5,18/03/2018,22/03/2018,420,180,,Lagon,FS2,FS2_22-03-18.txt,FS2blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R041,2018-03-22 12:51:56,6,0.0550156042,0.0010306746,0.2128447823,0.0533453671,0.2215581186,28.0111377739,0.000202,0.006659,YES,Glyptoparus delicatulus,30.13,25.75,0.000202,180,180,0.006659,6,18/03/2018,22/03/2018,420,180,,Lagon,FS2,FS2_22-03-18.txt,FS2blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R042,2018-03-22 12:51:56,7,0.0331260616,0.0007225836,0.1201601794,0.0316169735,0.1271441295,28.0112868421,0.000117,0.006659,YES,Glyptoparus delicatulus,26.02,22.81,0.000117,180,180,0.006659,7,18/03/2018,22/03/2018,420,180,,Lagon,FS2,FS2_22-03-18.txt,FS2blank_22-03-18.txt,0.006659,8,12:55:01,08:44:01,XS,Reef_services,ok
MOO18-R043,2018-03-23 13:29:22,1,0.0703547498,0.0009595884,0.2258198306,0.0688825266,0.252578396,28.1240344892,0.000312,0.006659,YES,Gnatholepis cauerensis,21.47,18.41,0.000312,180,180,0.006659,1,16/03/2018,23/03/2018,420,180,,Lagon,FS1,FS1_23-03-18.txt,FS1blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R044,2018-03-23 13:29:22,2,0.0798629195,0.0013264256,0.2829428074,0.0778403407,0.3184751422,28.1231892605,0.000417,0.006659,YES,Gnatholepis cauerensis,30.52,26.81,0.000417,180,180,0.006659,2,16/03/2018,23/03/2018,420,180,,Lagon,FS1,FS1_23-03-18.txt,FS1blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R045,2018-03-23 13:29:22,3,0.0384631423,0.0004717504,0.1383255885,0.0377758188,0.1526412853,28.122983428,0.000141,0.006659,YES,Gnatholepis cauerensis,31.01,26.9,0.000141,180,180,0.006659,3,16/03/2018,23/03/2018,420,180,,Lagon,FS1,FS1_23-03-18.txt,FS1blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R046,2018-03-23 13:29:22,4,0.0609621184,0.0015310973,0.2021484545,0.0585726571,0.2365448534,28.1221678248,0.000254,0.006659,YES,Gnatholepis cauerensis,30.3,25.76,0.000254,180,180,0.006659,4,16/03/2018,23/03/2018,420,180,,Lagon,FS1,FS1_23-03-18.txt,FS1blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R047,2018-03-23 13:29:22,5,0.0559645713,0.0006594638,0.1916466146,0.054850318,0.2192984512,28.0672055502,0.000265,0.006659,YES,Gnatholepis cauerensis,25.85,22.43,0.000265,180,180,0.006659,5,16/03/2018,23/03/2018,420,180,,Lagon,FS2,FS2_23-03-18.txt,FS2blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R048,2018-03-23 13:29:22,6,0.050592633,0.0008296769,0.172012132,0.0491971854,0.1964368897,28.0660901395,0.000202,0.006659,YES,Gnatholepis cauerensis,30.13,25.75,0.000202,180,180,0.006659,6,16/03/2018,23/03/2018,420,180,,Lagon,FS2,FS2_23-03-18.txt,FS2blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R049,2018-03-23 13:29:22,7,0.0413324976,0.0008346318,0.1344945261,0.0393411421,0.1450973783,28.0654685687,0.00016,0.006659,YES,Gnatholepis cauerensis,26.02,22.81,0.00016,180,180,0.006659,7,16/03/2018,23/03/2018,420,180,,Lagon,FS2,FS2_23-03-18.txt,FS2blank_23-03-18.txt,0.006659,8,13:35:01,09:10:01,XS,Reef_services,ok
MOO18-R050,2018-03-24 11:49:45,1,0.0095135439,0.0001215973,0.0352137658,0.0093197094,0.0310090819,28.0376781546,0.000037,0.006659,YES,Eviota afelei,15.46,13.28,0.000037,540,180,0.006659,1,17/03/2018,24/03/2018,420,180,,Lagon,FS1,FS1_24-03-18.txt,FS1blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R051,2018-03-24 11:49:45,2,0.0064421558,0.0001674961,0.0127036725,0.0061684452,0.0176325376,28.0372188511,0.000021,0.006659,YES,Eviota afelei,13.58,11.24,0.000021,540,180,0.006659,2,17/03/2018,24/03/2018,420,180,,Lagon,FS1,FS1_24-03-18.txt,FS1blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R052,2018-03-24 11:49:45,3,0.0051547202,7.68067149432318E-05,0.0147108549,0.005092866,0.0171902219,28.0364649473,0.000022,0.006659,YES,Eviota afelei,13.64,11.79,0.000022,540,180,0.006659,3,17/03/2018,24/03/2018,420,180,,Lagon,FS1,FS1_24-03-18.txt,FS1blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R053,2018-03-24 11:49:45,4,0.0065456611,4.1958629761974E-05,0.018251949,0.0065084015,0.0221327485,28.0354910986,0.00002,0.006659,YES,Eviota afelei,12.83,11.18,0.00002,540,180,0.006659,4,17/03/2018,24/03/2018,420,180,,Lagon,FS1,FS1_24-03-18.txt,FS1blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R054,2018-03-24 11:49:45,5,0.0076022893,0.0001672535,0.0196226767,0.0073349465,0.0270037194,27.9840588598,0.000045,0.006659,YES,Eviota afelei,16.96,14.43,0.000045,540,180,0.006659,5,17/03/2018,24/03/2018,420,180,,Lagon,FS2,FS2_24-03-18.txt,FS2blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R055,2018-03-24 11:49:45,6,0.0048463534,0.0001443463,0.0132240111,0.0046682235,0.018700633,27.9829022436,0.00002,0.006659,YES,Eviota afelei,13.08,11.3,0.00002,540,180,0.006659,6,17/03/2018,24/03/2018,420,180,,Lagon,FS2,FS2_24-03-18.txt,FS2blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R056,2018-03-24 11:49:45,7,0.0078028173,0.0001572294,0.0184702748,0.0075329404,0.0257399556,27.9817196581,0.000032,0.006659,YES,Eviota afelei,15.5,13.38,0.000032,540,180,0.006659,7,17/03/2018,24/03/2018,420,180,,Lagon,FS2,FS2_24-03-18.txt,FS2blank_24-03-18.txt,0.006659,8,11:54:01,08:24:01,XS,Reef_services,ok
MOO18-R057,2018-03-25 12:54:34,1,0.0469976212,0.0008668409,0.2183139237,0.0457752627,0.247642291,28.0191613871,0.000212,0.006659,YES,Glyptoparus delicatulus,31.54,27.55,0.000212,180,180,0.006659,1,18/03/2018,25/03/2018,420,180,,Lagon,FS1,FS1_25-03-18.txt,FS1blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R058,2018-03-25 12:54:34,2,0.0277373484,0.0003867059,0.1425883538,0.0271332972,0.1499510846,28.0188066886,0.000133,0.006659,YES,Glyptoparus delicatulus,27.48,23.53,0.000133,180,180,0.006659,2,18/03/2018,25/03/2018,420,180,,Lagon,FS1,FS1_25-03-18.txt,FS1blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R059,2018-03-25 12:54:34,3,0.038912122,0.0006276937,0.1206768633,0.0379504227,0.13414752,28.0180443182,0.000107,0.006659,YES,Glyptoparus delicatulus,25.14,21.78,0.000107,180,180,0.006659,3,18/03/2018,25/03/2018,420,180,,Lagon,FS1,FS1_25-03-18.txt,FS1blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R060,2018-03-25 12:54:34,4,0.0299410622,0.0005856928,0.1265905987,0.0291444836,0.1230643716,28.0178845312,0.000106,0.006659,YES,Glyptoparus delicatulus,25.68,22.81,0.000106,180,180,0.006659,4,18/03/2018,25/03/2018,420,180,,Lagon,FS1,FS1_25-03-18.txt,FS1blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R061,2018-03-25 12:54:34,5,0.0366887837,0.0006151412,0.1442669728,0.0357179333,0.1290940705,27.9661337799,0.000108,0.006659,YES,Glyptoparus delicatulus,26.25,22.43,0.000108,180,180,0.006659,5,18/03/2018,25/03/2018,420,180,,Lagon,FS2,FS2_25-03-18.txt,FS2blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R062,2018-03-25 12:54:34,6,0.0363219148,0.0004832037,0.1339596532,0.0355990277,0.1467097766,27.9655272727,0.000144,0.006659,YES,Glyptoparus delicatulus,28.12,24.37,0.000144,180,180,0.006659,6,18/03/2018,25/03/2018,420,180,,Lagon,FS2,FS2_25-03-18.txt,FS2blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R063,2018-03-25 12:54:34,7,0.0342672042,0.0006540852,0.153318243,0.0332388748,0.1763804633,27.9660434236,0.000096,0.006659,YES,Glyptoparus delicatulus,23.73,20.11,0.000096,180,180,0.006659,7,18/03/2018,25/03/2018,420,180,,Lagon,FS2,FS2_25-03-18.txt,FS2blank_25-03-18.txt,0.006659,8,12:58:01,08:32:01,XS,Reef_services,ok
MOO18-R064,2018-03-26 11:17:35,1,0.0539144968,0.0006508592,0.1985541189,0.0530410428,0.2127204256,28.0629031469,0.000243,0.006659,YES,Gnatholepis cauerensis,30.6,25.6,0.000243,180,180,0.006659,1,16/03/2018,26/03/2018,420,180,,Lagon,FS1,FS1_26-03-18.txt,FS1blank_26-03-18.txt,0.006659,8,11:21:01,08:23:01,XS,Reef_services,ok
MOO18-R065,2018-03-26 11:17:35,2,0.0418830767,0.0006737529,0.1314916744,0.0407914258,0.1489635297,28.0631661836,0.000158,0.006659,YES,Gnatholepis cauerensis,27.71,22.8,0.000158,180,180,0.006659,2,16/03/2018,26/03/2018,420,180,,Lagon,FS1,FS1_26-03-18.txt,FS1blank_26-03-18.txt,0.006659,8,11:21:01,08:23:01,XS,Reef_services,ok
MOO18-R066,2018-03-26 11:17:35,3,0.0539641576,0.0010554552,0.1753862314,0.0525135203,0.2123608847,28.0634383054,0.000199,0.006659,YES,Gnatholepis cauerensis,28.4,23.4,0.000199,180,180,0.006659,3,16/03/2018,26/03/2018,420,180,,Lagon,FS1,FS1_26-03-18.txt,FS1blank_26-03-18.txt,0.006659,8,11:21:01,08:23:01,XS,Reef_services,ok
MOO18-R067,2018-03-26 11:17:35,4,0.0730798457,0.0013612093,0.2273443512,0.0703115801,0.2310595153,28.0636615521,0.000419,0.006659,YES,Gnatholepis cauerensis,37.27,30.14,0.000419,180,180,0.006659,4,16/03/2018,26/03/2018,420,180,,Lagon,FS1,FS1_26-03-18.txt,FS1blank_26-03-18.txt,0.006659,8,11:21:01,08:23:01,XS,Reef_services,ok
MOO18-R068,2018-03-26 11:17:35,5,0.0984298985,0.0014694297,0.3013680201,0.096469041,0.3267048226,28.0115402852,0.000616,0.006659,YES,Gnatholepis cauerensis,40.36,33.42,0.000616,180,180,0.006659,5,16/03/2018,26/03/2018,420,180,,Lagon,FS2,FS2_26-03-18.txt,FS2blank_26-03-18.txt,0.006659,8,11:21:01,08:23:01,XS,Reef_services,ok
MOO18-R069,2018-03-26 11:17:35,6,0.054261962,0.0010615548,0.1766832873,0.0527196747,0.1956523903,28.0118911778,0.000233,0.006659,YES,Gnatholepis cauerensis,30.47,24.99,0.000233,180,180,0.006659,6,16/03/2018,26/03/2018,420,180,,Lagon,FS2,FS2_26-03-18.txt,FS2blank_26-03-18.txt,0.006659,8,11:21:01,08:23:01,XS,Reef_services,ok
