Species;Date;Fish_ID;Mes_nr;Treatment;Weight;SMR;MMR;AS;Comment;Chambersize;Temperature;Sex
Clownfish;20-02-2023;1B;2;Control;0.035;0.026288451;0.053536068;0.027247617;;NA;28;NA
Clownfish;20-02-2023;1C;2;Control;0.018;0.026544432;0.055373805;0.028829373;;NA;28;NA
Clownfish;20-02-2023;2E;2;Control;0.076;0.049900152;NA;NA;;NA;28;NA
Clownfish;20-02-2023;2F;2;Control;0.065;0.041788522;NA;NA;;NA;28;NA
Clownfish;27-02-2023;1B;3;Control;0.056;0.041959864;0.086503303;0.044543439;;NA;28;NA
Clownfish;27-02-2023;1E;3;Control;0.078;0.053929166;0.105464591;0.051535425;;NA;28;NA
Clownfish;27-02-2023;2B;3;Control;0.102;0.051167651;NA;NA;;NA;28;NA
Clownfish;28-02-2023;1C;3;Control;0.065;0.038305972;0.124621132;0.08631516;;NA;28;NA
Clownfish;28-02-2023;1D;1;Control;0.06;0.035535772;0.102069841;0.066534069;;NA;28;NA
Clownfish;28-02-2023;2E;3;Control;0.088;0.040617913;NA;NA;;NA;28;NA
Clownfish;28-02-2023;2F;3;Control;0.073;0.047991537;NA;NA;;NA;28;NA
Clownfish;04-03-2023;3B;1;Control;0.039;0.03040402;0.067358977;0.036954957;;NA;28;NA
Clownfish;04-03-2023;3D;1;Control;0.063;0.038805293;0.111647843;0.07284255;;NA;28;NA
Clownfish;04-03-2023;3G;1;Control;0.024;0.017035565;0.049470887;0.032435322;;NA;28;NA
Clownfish;04-03-2023;4B;1;Control;0.038;0.024306291;0.062928133;0.038621842;;NA;28;NA
Clownfish;05-03-2023;1G;1;Control;0.054;0.023214075;0.085419693;0.062205618;;NA;28;NA
Clownfish;05-03-2023;4E;1;Control;0.023;0.015077243;NA;NA;;NA;28;NA
Clownfish;05-03-2023;4G;1;Control;0.013;0.009729804;0.025990319;0.016260515;;NA;28;NA
Clownfish;06-03-2023;1B;4;Control;0.077;0.039873166;0.12376981;0.083896644;;NA;28;NA
Clownfish;06-03-2023;1C;4;Control;0.077;0.042000294;0.139797457;0.097797163;;NA;28;NA
Clownfish;06-03-2023;1D;2;Control;0.072;0.037179096;0.093679324;0.056500228;;NA;28;NA
Clownfish;06-03-2023;1E;4;Control;0.079;0.034311497;0.125083841;0.090772344;;NA;28;NA
Clownfish;06-03-2023;2G;1;Control;0.048;0.027564833;NA;NA;;NA;28;NA
Clownfish;06-03-2023;4G;2;Control;0.014;0.0139137;0.04698186;0.03306816;;NA;28;NA
Clownfish;09-03-2023;2B;4;Control;0.123;0.050026414;NA;NA;;NA;28;NA
Clownfish;09-03-2023;2E;4;Control;0.086;0.045642768;0.1407901;0.095147332;;NA;28;NA
Clownfish;09-03-2023;2F;4;Control;0.108;0.043935657;0.139527454;0.095591797;;NA;28;NA
Clownfish;12-03-2023;3B;2;Control;0.054;0.029628592;NA;NA;;NA;28;NA
Clownfish;12-03-2023;3D;2;Control;0.078;0.035936553;0.123003495;0.087066942;;NA;28;NA
Clownfish;12-03-2023;3G;2;Control;0.05;0.031336638;0.089547361;0.058210723;;NA;28;NA
Clownfish;12-03-2023;4B;2;Control;0.046;0.026279118;NA;NA;;NA;28;NA
Clownfish;13-03-2023;1G;2;Control;0.058;0.005299927;0.085144144;0.079844217;;NA;28;NA
Clownfish;13-03-2023;4E;2;Control;0.034;0.001234148;NA;NA;;NA;28;NA
Clownfish;13-03-2023;4G;3;Control;0.021;0.000512922;0.02265372;0.022140798;;NA;28;NA
Clownfish;20-03-2023;2G;2;Control;0.068;0.039755098;0.086033168;0.04627807;;NA;28;NA
Clownfish;20-03-2023;3B;3;Control;0.068;0.040090156;NA;NA;;NA;28;NA
Clownfish;20-03-2023;3D;3;Control;0.089;0.038702161;0.123222949;0.084520788;;NA;28;NA
Clownfish;20-03-2023;3G;3;Control;0.061;0.032743828;NA;NA;;NA;28;NA
Clownfish;20-03-2023;4B;3;Control;0.064;0.033082896;NA;NA;;NA;28;NA
Clownfish;21-03-2023;1B;5;Control;0.101;0.048710124;0.136774886;0.088064762;;NA;28;NA
Clownfish;21-03-2023;1D;3;Control;0.111;0.052939738;NA;NA;;NA;28;NA
Clownfish;21-03-2023;1G;3;Control;0.076;0.034260831;0.118866461;0.08460563;;NA;28;NA
Clownfish;21-03-2023;4B;4;Control;0.065;0.029046908;NA;NA;;NA;28;NA
Clownfish;21-03-2023;4E;3;Control;0.044;0.025653236;0.065545371;0.039892135;;NA;28;NA
Clownfish;21-03-2023;4G;4;Control;0.039;0.025708644;NA;NA;;NA;28;NA
Clownfish;29-03-2023;1E;5;Control;0.105;0.046052681;NA;NA;;NA;28;NA
Clownfish;29-03-2023;2C;1;Control;0.063;0.045702555;0.110368372;0.064665817;;NA;28;NA
Clownfish;29-03-2023;2F;5;Control;0.122;0.054139848;0.16181227;0.107672422;;NA;28;NA
Clownfish;29-03-2023;3B;4;Control;0.063;0.025136091;0.086342118;0.061206027;;NA;28;NA
Clownfish;29-03-2023;3F;1;Control;0.067;0.029471886;NA;NA;;NA;28;NA
Clownfish;29-03-2023;3G;4;Control;0.045;0.020639658;0.05302299;0.032383332;;NA;28;NA
Clownfish;30-03-2023;1D;4;Control;0.13;0.054067579;0.162571733;0.108504154;;NA;28;NA
Clownfish;30-03-2023;1G;4;Control;0.084;0.045254295;0.119414096;0.074159801;;NA;28;NA
Clownfish;30-03-2023;2G;3;Control;0.069;0.036936345;0.071598433;0.034662088;;NA;28;NA
Clownfish;30-03-2023;3D;4;Control;0.09;0.031987638;0.109391558;0.07740392;;NA;28;NA
Clownfish;30-03-2023;3G;5;Control;0.045;0.018950449;0.064910508;0.045960059;;NA;28;NA
Clownfish;30-03-2023;4E;4;Control;0.051;0.030483533;0.087546683;0.05706315;;NA;28;NA
Clownfish;06-04-2023;2B;5;Control;0.143;0.054236524;NA;NA;;NA;28;NA
Clownfish;06-04-2023;2C;2;Control;0.085;0.049235886;0.140946944;0.091711058;;NA;28;NA
Clownfish;06-04-2023;2E;5;Control;0.101;0.045218894;NA;NA;;NA;28;NA
Clownfish;06-04-2023;2F;6;Control;0.132;0.054631371;0.147831565;0.093200194;;NA;28;NA
Clownfish;06-04-2023;2G;4;Control;0.077;0.043177983;0.094598777;0.051420794;;NA;28;NA
Clownfish;06-04-2023;3B;5;Control;0.074;0.029445335;NA;NA;;NA;28;NA
Clownfish;10-04-2023;1D;5;Control;0.149;0.063611091;NA;NA;;NA;28;NA
Clownfish;10-04-2023;1G;5;Control;0.103;0.046694388;NA;NA;;NA;28;NA
Clownfish;10-04-2023;3F;2;Control;0.095;0.04743929;NA;NA;;NA;28;NA
Clownfish;10-04-2023;3G;6;Control;0.066;0.029632067;NA;NA;;NA;28;NA
Clownfish;10-04-2023;4B;5;Control;0.105;0.045735698;NA;NA;;NA;28;NA
Clownfish;10-04-2023;4G;5;Control;0.075;0.043266994;NA;NA;;NA;28;NA
Clownfish;19-04-2023;2C;3;Control;0.098;0.068786942;NA;NA;;NA;28;NA
Clownfish;19-04-2023;2G;5;Control;0.092;0.055280412;NA;NA;;NA;28;NA
Clownfish;19-04-2023;3D;5;Control;0.118;0.05509593;NA;NA;;NA;28;NA
Clownfish;19-04-2023;3F;3;Control;0.113;0.063950006;NA;NA;;NA;28;NA
Clownfish;19-04-2023;4B;6;Control;0.123;0.064482345;NA;NA;;NA;28;NA
Clownfish;19-04-2023;4E;5;Control;0.082;0.042288252;NA;NA;;NA;28;NA
Clownfish;20-04-2023;1G;6;Control;0.119;0.053952698;0.216293895;0.162341197;;NA;28;NA
Clownfish;20-04-2023;2B;6;Control;0.156;0.066958684;NA;NA;;NA;28;NA
Clownfish;20-04-2023;2E;6;Control;0.123;0.053030636;0.229649551;0.176618915;;NA;28;NA
Clownfish;25-04-2023;2C;4;Control;0.106;0.040711803;0.216503453;0.17579165;;NA;28;NA
Clownfish;25-04-2023;3B;6;Control;0.099;0.041638836;0.189348631;0.147709795;;NA;28;NA
Clownfish;25-04-2023;3F;4;Control;0.116;0.053380767;NA;NA;;NA;28;NA
Clownfish;25-04-2023;3G;7;Control;0.081;0.03197805;0.11134721;0.07936916;;NA;28;NA
Clownfish;25-04-2023;4E;6;Control;0.085;0.034135472;NA;NA;;NA;28;NA
Clownfish;30-04-2023;2C;5;Control;0.111;0.055536411;NA;NA;;NA;28;NA
Clownfish;30-04-2023;2G;6;Control;0.112;0.063675837;NA;NA;;NA;28;NA
Clownfish;30-04-2023;3D;6;Control;0.132;0.057202493;NA;NA;;NA;28;NA
Clownfish;30-04-2023;3F;5;Control;0.12;0.062771305;NA;NA;;NA;28;NA
Clownfish;30-04-2023;4G;6;Control;0.108;0.051293981;NA;NA;;NA;28;NA
Clownfish;05-05-2023;2B;7;Control;0.172;0.061321872;0.287622009;0.226300137;;NA;28;NA
Clownfish;05-05-2023;2C;6;Control;0.116;0.048090059;0.235271723;0.187181664;;NA;28;NA
Clownfish;05-05-2023;2E;7;Control;0.139;0.050950237;0.279486163;0.228535926;;NA;28;NA
Clownfish;05-05-2023;3F;6;Control;0.124;0.05885427;0.226292612;0.167438342;;NA;28;NA
Clownfish;05-05-2023;4B;7;Control;0.134;0.054567445;0.209359199;0.154791754;;NA;28;NA
Clownfish;05-05-2023;4G;7;Control;0.117;0.069667204;0.195566691;0.125899487;;NA;28;NA
Clownfish;10-05-2023;2F;7;Control;0.167;0.08929939;0.301756427;0.212457037;;NA;28;NA
Clownfish;10-05-2023;2G;7;Control;0.128;0.071037259;0.246205221;0.175167962;;NA;28;NA
Clownfish;10-05-2023;3B;7;Control;0.113;0.057060148;NA;NA;;NA;28;NA
Clownfish;10-05-2023;3D;7;Control;0.144;0.081989085;0.25529344;0.173304355;;NA;28;NA
Clownfish;10-05-2023;3G;8;Control;0.087;0.138064036;0.560401616;0.42233758;;NA;28;NA
Clownfish;10-05-2023;4E;7;Control;0.097;0.046751704;0.192035162;0.145283458;;NA;28;NA
Clownfish;15-05-2023;2C;7;Control;0.121;0.073509617;NA;NA;;NA;28;NA
Clownfish;15-05-2023;2G;8;Control;0.123;0.071299416;NA;NA;;NA;28;NA
Clownfish;15-05-2023;3B;8;Control;0.113;0.051772396;0.146758459;0.094986063;;NA;28;NA
Clownfish;15-05-2023;3F;7;Control;0.131;0.063215779;0.224649386;0.161433607;;NA;28;NA
Clownfish;15-05-2023;4B;8;Control;0.14;0.058100933;NA;NA;;NA;28;NA
Clownfish;15-05-2023;4G;8;Control;0.134;0.087298234;NA;NA;;NA;28;NA
Cunner;07-04-2014;xBBB;1;Control;1.134;0.1741;0.6364;0.4623;;NA;15;NA
Cunner;07-04-2014;xBBY;1;Control;0.916;0.1657;0.5853;0.4196;;NA;15;NA
Cunner;07-04-2014;xBRB;1;Control;1.247;0.2057;0.6857;0.48;;NA;15;NA
Cunner;31-03-2014;xBRR;1;Control;2.05;0.3559;1.2666;0.9107;;NA;15;NA
Cunner;09-04-2014;xBRY;1;Control;1.464;0.1892;0.7887;0.5995;;NA;15;NA
Cunner;30-03-2014;xBYB;1;Control;1.824;0.1834;0.9467;0.7633;;NA;15;NA
Cunner;02-04-2014;xBYR;1;Control;3.068;0.418;1.7115;1.2935;;NA;15;NA
Cunner;31-03-2014;xBYY;1;Control;0.991;0.1356;0.628;0.4924;;NA;15;NA
Cunner;31-03-2014;xRBB;1;Control;0.867;0.0959;0.4949;0.399;;NA;15;NA
Cunner;03-04-2014;xRBR;1;Control;1.26;0.1995;0.7894;0.5899;;NA;15;NA
Cunner;06-04-2014;xRBY;1;Control;4.606;0.554;2.6876;2.1336;;NA;15;NA
Cunner;08-04-2014;xRRR;1;Control;1.366;0.2092;0.7114;0.5022;;NA;15;NA
Cunner;08-04-2014;xRRY;1;Control;1.763;0.2468;0.9973;0.7505;;NA;15;NA
Cunner;31-03-2014;xRYR;1;Control;2.565;0.2897;1.499;1.2093;;NA;15;NA
Cunner;28-03-2014;xYBB;1;Control;1.126;0.1583;0.6797;0.5214;;NA;15;NA
Cunner;09-04-2014;xYBR;1;Control;1.219;0.1992;0.8391;0.6399;;NA;15;NA
Cunner;05-04-2014;xYBY;1;Control;2.047;0.2537;1.0312;0.7775;;NA;15;NA
Cunner;28-03-2014;xYRB;1;Control;1.815;0.2853;1.0969;0.8116;;NA;15;NA
Cunner;06-04-2014;xYYB;1;Control;1.371;0.2065;0.8093;0.6028;;NA;15;NA
Cunner;05-04-2014;xYYR;1;Control;1.78;0.2862;1.1459;0.8597;;NA;15;NA
Cunner;07-04-2014;xYYY;1;Control;2.487;0.4254;1.4758;1.0504;;NA;15;NA
Cunner;03-04-2014;BxRB;1;Control;3.215;0.4417;1.7171;1.2754;;NA;15;NA
Cunner;06-04-2014;BxRY;1;Control;3.195;0.4022;1.6471;1.2449;;NA;15;NA
Cunner;04-04-2014;BxYB;1;Control;0.846;0.1428;0.5558;0.413;;NA;15;NA
Cunner;04-04-2014;BxYY;1;Control;0.746;0.1426;0.4521;0.3095;;NA;15;NA
Cunner;06-04-2014;BBxB;1;Control;1.496;0.2732;1.0085;0.7353;;NA;15;NA
Cunner;07-04-2014;BBxR;1;Control;1.295;0.149;0.6509;0.5019;;NA;15;NA
Cunner;03-04-2014;BBxY;1;Control;1.26;0.2014;0.8393;0.6379;;NA;15;NA
Cunner;03-04-2014;BBBx;1;Control;2.543;0.4032;1.6501;1.2469;;NA;15;NA
Cunner;02-04-2014;BBRx;1;Control;1.218;0.1758;0.6593;0.4835;;NA;15;NA
Cunner;01-04-2014;BBYx;1;Control;1.938;0.2912;1.1139;0.8227;;NA;15;NA
Cunner;05-04-2014;BRxB;1;Control;0.876;0.1397;0.5885;0.4488;;NA;15;NA
Cunner;05-04-2014;BRxY;1;Control;2.069;0.3071;1.5146;1.2075;;NA;15;NA
Cunner;29-03-2014;BRRx;1;Control;2.808;0.3747;1.5543;1.1796;;NA;15;NA
Cunner;06-04-2014;BRYx;1;Control;3.449;0.4974;2.2545;1.7571;;NA;15;NA
Cunner;02-04-2014;BYxB;1;Control;0.865;0.1264;0.5736;0.4472;;NA;15;NA
Cunner;28-03-2014;BYBx;1;Control;1.429;0.2278;0.7751;0.5473;;NA;15;NA
Cunner;05-04-2014;BYRx;1;Control;0.716;0.1296;0.4346;0.305;;NA;15;NA
Cunner;28-03-2014;BYYx;1;Control;0.564;0.1055;0.3385;0.233;;NA;15;NA
Cunner;28-03-2014;RxBR;1;Control;1.675;0.2663;0.996;0.7297;;NA;15;NA
Cunner;31-03-2014;RxRB;1;Control;1.277;0.1985;0.785;0.5865;;NA;15;NA
Cunner;01-04-2014;RxRR;1;Control;0.605;0.0611;0.3587;0.2976;;NA;15;NA
Cunner;30-03-2014;RxRY;1;Control;0.739;0.113;0.4421;0.3291;;NA;15;NA
Cunner;02-04-2014;RxYB;1;Control;2.33;0.3431;1.2752;0.9321;;NA;15;NA
Cunner;31-03-2014;RxYR;1;Control;1.117;0.1462;0.709;0.5628;;NA;15;NA
Cunner;30-03-2014;RxYY;1;Control;0.451;0.0666;0.2923;0.2257;;NA;15;NA
Cunner;31-03-2014;RBxB;1;Control;1.94;0.2491;1.0918;0.8427;;NA;15;NA
Cunner;01-04-2014;RBxR;1;Control;1.531;0.2262;0.8741;0.6479;;NA;15;NA
Cunner;03-04-2014;RBxY;1;Control;1.272;0.1721;0.6792;0.5071;;NA;15;NA
Cunner;04-04-2014;RBBx;1;Control;1.823;0.2331;1.0752;0.8421;;NA;15;NA
Cunner;01-04-2014;RBYx;1;Control;1.579;0.2112;0.9667;0.7555;;NA;15;NA
Cunner;01-04-2014;RRxB;1;Control;0.658;0.1019;0.3647;0.2628;;NA;15;NA
Cunner;08-04-2014;RRxR;1;Control;1.395;0.2415;0.9382;0.6967;;NA;15;NA
Cunner;29-03-2014;RRRx;1;Control;1.797;0.2527;1.1185;0.8658;;NA;15;NA
Cunner;07-04-2014;RYBx;1;Control;2.172;0.3317;1.2478;0.9161;;NA;15;NA
Cunner;09-04-2014;RYRx;1;Control;1.795;0.211;1.0359;0.8249;;NA;15;NA
Cunner;01-04-2014;RYYx;1;Control;0.724;0.119;0.5088;0.3898;;NA;15;NA
Cunner;30-03-2014;YxBB;1;Control;1.751;0.2778;1.2634;0.9856;;NA;15;NA
Cunner;29-03-2014;YxBY;1;Control;1.245;0.1692;0.6019;0.4327;;NA;15;NA
Cunner;04-04-2014;YxRB;1;Control;0.864;0.1182;0.5026;0.3844;;NA;15;NA
Cunner;29-03-2014;YxRY;1;Control;0.956;0.136;0.6181;0.4821;;NA;15;NA
Cunner;29-03-2014;YxYR;1;Control;2.51;0.3358;1.5838;1.248;;NA;15;NA
Cunner;30-03-2014;YxYY;1;Control;1.827;0.207;1.0624;0.8554;;NA;15;NA
Cunner;02-04-2014;YRxR;1;Control;1.061;0.182;0.605;0.423;;NA;15;NA
Cunner;31-03-2014;YRxY;1;Control;1.989;0.2854;1.315;1.0296;;NA;15;NA
Cunner;08-04-2014;YYxB;1;Control;1.308;0.2069;0.7245;0.5176;;NA;15;NA
Cunner;08-04-2014;YYxR;1;Control;2.837;0.4117;1.5854;1.1737;;NA;15;NA
Cunner;04-04-2014;YYRx;1;Control;2.079;0.2854;1.308;1.0226;;NA;15;NA
Cunner;22-06-2014;xBBB;2;Control;2.203;0.2909;1.0542;0.7633;;NA;15;NA
Cunner;24-06-2014;xBBY;2;Control;1.189;0.1359;0.6405;0.5046;;NA;15;NA
Cunner;23-06-2014;xBRB;2;Control;1.383;0.1565;0.5561;0.3996;;NA;15;NA
Cunner;02-07-2014;xBRR;2;Control;7.382;0.9313;2.3741;1.4428;;NA;15;NA
Cunner;26-06-2014;xBRY;2;Control;1.534;0.1436;0.645;0.5014;;NA;15;NA
Cunner;03-07-2014;xBYB;2;Control;2.829;0.3795;1.2813;0.9018;;NA;15;NA
Cunner;29-06-2014;xBYR;2;Control;4.756;0.6422;2.4988;1.8566;;NA;15;NA
Cunner;30-06-2014;xBYY;2;Control;1.311;0.1471;0.6538;0.5067;;NA;15;NA
Cunner;01-07-2014;xRBB;2;Control;2.524;0.2901;1.0814;0.7913;;NA;15;NA
Cunner;25-06-2014;xRBR;2;Control;1.588;0.2413;0.9326;0.6913;;NA;15;NA
Cunner;03-07-2014;xRBY;2;Control;6.517;0.6724;2.3974;1.725;;NA;15;NA
Cunner;22-06-2014;xRRR;2;Control;1.553;0.1844;0.7726;0.5882;;NA;15;NA
Cunner;23-06-2014;xRRY;2;Control;2.322;0.2774;1.1285;0.8511;;NA;15;NA
Cunner;24-06-2014;xRYR;2;Control;6.008;0.5375;2.7082;2.1707;;NA;15;NA
Cunner;22-06-2014;xYBB;2;Control;1.598;0.1504;0.6883;0.5379;;NA;15;NA
Cunner;02-07-2014;xYBR;2;Control;2.144;0.3379;0.9396;0.6017;;NA;15;NA
Cunner;01-07-2014;xYBY;2;Control;4.194;0.3879;1.7237;1.3358;;NA;15;NA
Cunner;03-07-2014;xYRB;2;Control;3.221;0.4561;1.3442;0.8881;;NA;15;NA
Cunner;26-06-2014;xYYB;2;Control;1.732;0.2017;0.9249;0.7232;;NA;15;NA
Cunner;01-07-2014;xYYR;2;Control;4.405;0.5866;1.8735;1.2869;;NA;15;NA
Cunner;28-06-2014;xYYY;2;Control;6.838;0.6717;2.9641;2.2924;;NA;15;NA
Cunner;03-07-2014;BxRB;2;Control;7.94;1.1122;3.5852;2.473;;NA;15;NA
Cunner;04-07-2014;BxRY;2;Control;3.735;0.3921;1.6415;1.2494;;NA;15;NA
Cunner;25-06-2014;BxYB;2;Control;1.242;0.1666;0.6722;0.5056;;NA;15;NA
Cunner;30-06-2014;BxYY;2;Control;0.983;0.1309;0.5215;0.3906;;NA;15;NA
Cunner;01-07-2014;BBxB;2;Control;2.196;0.2501;1.0593;0.8092;;NA;15;NA
Cunner;29-06-2014;BBxR;2;Control;1.858;0.2346;0.7574;0.5228;;NA;15;NA
Cunner;25-06-2014;BBxY;2;Control;1.574;0.1929;0.7734;0.5805;;NA;15;NA
Cunner;26-06-2014;BBBx;2;Control;5.994;0.6885;2.6519;1.9634;;NA;15;NA
Cunner;26-06-2014;BBRx;2;Control;1.557;0.1778;0.7692;0.5914;;NA;15;NA
Cunner;25-06-2014;BBYx;2;Control;4.757;0.4307;1.7563;1.3256;;NA;15;NA
Cunner;28-06-2014;BRxB;2;Control;1.26;0.1543;0.6154;0.4611;;NA;15;NA
Cunner;02-07-2014;BRxY;2;Control;2.847;0.3821;1.4137;1.0316;;NA;15;NA
Cunner;30-06-2014;BRRx;2;Control;4.168;0.4627;1.9902;1.5275;;NA;15;NA
Cunner;02-07-2014;BRYx;2;Control;6.75;0.9739;2.7702;1.7963;;NA;15;NA
Cunner;01-07-2014;BYxB;2;Control;1.159;0.1392;0.5986;0.4594;;NA;15;NA
Cunner;24-06-2014;BYBx;2;Control;2.628;0.338;0.9425;0.6045;;NA;15;NA
Cunner;23-06-2014;BYRx;2;Control;1.098;0.139;0.6136;0.4746;;NA;15;NA
Cunner;29-06-2014;BYYx;2;Control;1.197;0.1319;0.4591;0.3272;;NA;15;NA
Cunner;26-06-2014;RxBR;2;Control;2.068;0.2313;1.0713;0.84;;NA;15;NA
Cunner;30-06-2014;RxRB;2;Control;1.53;0.2055;0.78;0.5745;;NA;15;NA
Cunner;28-06-2014;RxRR;2;Control;1.333;0.141;0.6195;0.4785;;NA;15;NA
Cunner;25-06-2014;RxRY;2;Control;1.627;0.2051;0.8025;0.5974;;NA;15;NA
Cunner;28-06-2014;RxYB;2;Control;6.441;1.0404;3.0329;1.9925;;NA;15;NA
Cunner;25-06-2014;RxYR;2;Control;1.525;0.1895;0.7227;0.5332;;NA;15;NA
Cunner;28-06-2014;RxYY;2;Control;0.965;0.1171;0.4882;0.3711;;NA;15;NA
Cunner;02-07-2014;RBxB;2;Control;2.304;0.3145;1.0955;0.781;;NA;15;NA
Cunner;04-07-2014;RBxR;2;Control;3.923;0.4664;1.5296;1.0632;;NA;15;NA
Cunner;02-07-2014;RBxY;2;Control;1.847;0.2307;0.7264;0.4957;;NA;15;NA
Cunner;01-07-2014;RBBx;2;Control;2.098;0.3085;0.9852;0.6767;;NA;15;NA
Cunner;03-07-2014;RBYx;2;Control;2.96;0.3906;1.2566;0.866;;NA;15;NA
Cunner;28-06-2014;RRxB;2;Control;0.994;0.1239;0.4225;0.2986;;NA;15;NA
Cunner;24-06-2014;RRxR;2;Control;1.606;0.2344;0.8288;0.5944;;NA;15;NA
Cunner;24-06-2014;RRRx;2;Control;2.867;0.2836;1.3315;1.0479;;NA;15;NA
Cunner;03-07-2014;RYBx;2;Control;3.126;0.3511;1.4974;1.1463;;NA;15;NA
Cunner;25-06-2014;RYRx;2;Control;4.567;0.5996;2.239;1.6394;;NA;15;NA
Cunner;23-06-2014;RYYx;2;Control;1.04;0.1391;0.6002;0.4611;;NA;15;NA
Cunner;22-06-2014;YxBB;2;Control;2.338;0.3374;1.3673;1.0299;;NA;15;NA
Cunner;22-06-2014;YxBY;2;Control;2.031;0.2107;0.8098;0.5991;;NA;15;NA
Cunner;23-06-2014;YxRB;2;Control;1.426;0.169;0.7502;0.5812;;NA;15;NA
Cunner;29-06-2014;YxRY;2;Control;1.517;0.187;0.7662;0.5792;;NA;15;NA
Cunner;22-06-2014;YxYR;2;Control;4.651;0.5273;2.323;1.7957;;NA;15;NA
Cunner;29-06-2014;YxYY;2;Control;4.345;0.5034;2.0369;1.5335;;NA;15;NA
Cunner;23-06-2014;YRxR;2;Control;1.533;0.202;0.7776;0.5756;;NA;15;NA
Cunner;02-07-2014;YRxY;2;Control;2.556;0.3389;1.1373;0.7984;;NA;15;NA
Cunner;24-06-2014;YYxB;2;Control;1.611;0.1817;0.8979;0.7162;;NA;15;NA
Cunner;30-06-2014;YYxR;2;Control;5.196;0.6631;1.7424;1.0793;;NA;15;NA
Cunner;24-06-2014;YYRx;2;Control;2.633;0.2575;1.4574;1.1999;;NA;15;NA
Cunner;02-09-2014;xBBB;3;Control;4.975;0.6273;2.288;1.6607;;NA;15;NA
Cunner;04-09-2014;xBBY;3;Control;2.681;0.2764;1.1047;0.8283;;NA;15;NA
Cunner;27-08-2014;xBRB;3;Control;2.494;0.3322;1.1844;0.8522;;NA;15;NA
Cunner;28-08-2014;xBRR;3;Control;9.487;0.9457;4.6172;3.6715;;NA;15;NA
Cunner;30-08-2014;xBRY;3;Control;2.645;0.3601;1.3362;0.9761;;NA;15;NA
Cunner;03-09-2014;xBYB;3;Control;5.265;0.5453;2.3098;1.7645;;NA;15;NA
Cunner;29-08-2014;xBYR;3;Control;10.314;1.0219;5.1682;4.1463;;NA;15;NA
Cunner;05-09-2014;xBYY;3;Control;1.94;0.1906;0.9672;0.7766;;NA;15;NA
Cunner;01-09-2014;xRBB;3;Control;4.25;0.3626;2.0335;1.6709;;NA;15;NA
Cunner;03-09-2014;xRBR;3;Control;2.403;0.3214;1.2872;0.9658;;NA;15;NA
Cunner;04-09-2014;xRBY;3;Control;11.696;1.0458;5.587;4.5412;;NA;15;NA
Cunner;27-08-2014;xRRR;3;Control;2.516;0.3844;1.3493;0.9649;;NA;15;NA
Cunner;29-08-2014;xRRY;3;Control;3.332;0.3765;1.4994;1.1229;;NA;15;NA
Cunner;31-08-2014;xRYR;3;Control;8.905;0.8153;4.7811;3.9658;;NA;15;NA
Cunner;03-09-2014;xYBB;3;Control;2.453;0.3366;1.1715;0.8349;;NA;15;NA
Cunner;30-08-2014;xYBR;3;Control;3.337;0.4835;1.8746;1.3911;;NA;15;NA
Cunner;27-08-2014;xYBY;3;Control;8.407;0.9187;3.821;2.9023;;NA;15;NA
Cunner;03-09-2014;xYRB;3;Control;6.887;0.8062;3.2385;2.4323;;NA;15;NA
Cunner;06-09-2014;xYYB;3;Control;3.362;0.3345;1.4491;1.1146;;NA;15;NA
Cunner;31-08-2014;xYYR;3;Control;6.981;0.7429;3.0298;2.2869;;NA;15;NA
Cunner;27-08-2014;xYYY;3;Control;9.904;0.9457;4.1648;3.2191;;NA;15;NA
Cunner;31-08-2014;BxRB;3;Control;9.7;0.9217;4.7409;3.8192;;NA;15;NA
Cunner;27-08-2014;BxRY;3;Control;5.42;0.4547;2.8195;2.3648;;NA;15;NA
Cunner;01-09-2014;BxYB;3;Control;1.639;0.2071;0.9223;0.7152;;NA;15;NA
Cunner;05-09-2014;BxYY;3;Control;1.586;0.1992;0.7689;0.5697;;NA;15;NA
Cunner;03-09-2014;BBxB;3;Control;3.231;0.3437;1.6856;1.3419;;NA;15;NA
Cunner;06-09-2014;BBxR;3;Control;3.625;0.3972;1.6951;1.2979;;NA;15;NA
Cunner;31-08-2014;BBxY;3;Control;2.535;0.3012;1.2959;0.9947;;NA;15;NA
Cunner;30-08-2014;BBBx;3;Control;10.72;1.1971;4.9987;3.8016;;NA;15;NA
Cunner;31-08-2014;BBRx;3;Control;2.518;0.3141;1.2452;0.9311;;NA;15;NA
Cunner;06-09-2014;BBYx;3;Control;8.962;0.8193;3.8229;3.0036;;NA;15;NA
Cunner;03-09-2014;BRxB;3;Control;2.178;0.2363;1.1339;0.8976;;NA;15;NA
Cunner;02-09-2014;BRxY;3;Control;5.355;0.688;3.0063;2.3183;;NA;15;NA
Cunner;30-08-2014;BRRx;3;Control;9.589;1.1527;4.8343;3.6816;;NA;15;NA
Cunner;04-09-2014;BRYx;3;Control;13.203;1.4197;6.5624;5.1427;;NA;15;NA
Cunner;02-09-2014;BYxB;3;Control;1.958;0.2588;0.9445;0.6857;;NA;15;NA
Cunner;01-09-2014;BYBx;3;Control;4.059;0.4536;1.5734;1.1198;;NA;15;NA
Cunner;02-09-2014;BYRx;3;Control;1.842;0.2157;0.9206;0.7049;;NA;15;NA
Cunner;01-09-2014;BYYx;3;Control;1.632;0.213;0.5776;0.3646;;NA;15;NA
