sci;AphiaID;phylum;class;order;family;genus;species;valid_name;status;code;length;lengthC;length_ref;lifespan;lifespanC;lifespan_ref;fecundity;fecundityC;fecundity_ref;develop;develop_ref;vertical;vertical_ref;ComDepthMin;ComDepthMax;DepthPref;DepthMin;DepthMax;diet;diet_ref;troph;troph_ref;TempPrefMin;TempPrefMax;TempPref;TempPrefMean;pref_ref;freq.r;freq.st
Goneplax rhomboides;107292;Arthropoda;Malacostraca;Decapoda;Goneplacidae;Goneplax;rhomboides;Goneplax rhomboides;accepted;GONERHO;3,7;1;Sealifebase;NA;2;G-Irusta2018;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;95;333;2;3;750;omnivorous;Carlier2007;NA;;6,3;14,8;1;9,5;Sealifebase;2075;8
Geryon longipes;107373;Arthropoda;Malacostraca;Decapoda;Geryonidae;Geryon;longipes;Geryon longipes;accepted;GERYLON;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;268;817;4;5;1950;carnivorous;Sealifebase;3,49;Sealifebase;13,1;14,8;2;13,9;Sealifebase;1878;7,24
Medorippe lanata;107288;Arthropoda;Malacostraca;Decapoda;Dorippidae;Medorippe;lanata;Medorippe lanata;accepted;DORILAN;2,9;1;Sealifebase;1;1;Vogt2019;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;carnivorous;;NA;;NA;NA;NA;NA;;1860;7,17
Alpheus glaber;107477;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;glaber;Alpheus glaber;accepted;ALPHGLA;6,5;1;MarlinUK;NA;3;G-Irusta2018;330;3;Atkinson 2003;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;carnivorous;G-Irusta2018;NA;;NA;NA;NA;NA;;1440;5,55
Processa canaliculata;107682;Arthropoda;Malacostraca;Decapoda;Processidae;Processa;canaliculata;Processa canaliculata;accepted;PROCMED;7,5;1;Sealifebase;NA;1;BioticMarlin;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;200;400;2;10;871;carnivorous;Sealifebase;3,06;Sealifebase;6,2;14,4;1;10,7;Sealifebase;1358;5,24
Munida intermedia;107157;Arthropoda;Malacostraca;Decapoda;Munididae;Munida;intermedia;Munida intermedia;accepted;MUNIINT;2,5;1;Gramito1998;4;2;Gramito1998;5300;4;Gramito1998;bearer;;benthic;Sealifebase;139;402;2;35;871;scavenger;Sealifebase;NA;;13,3;15,1;2;14,2;Sealifebase;1377;5,31
Aegaeon lacazei;107549;Arthropoda;Malacostraca;Decapoda;Crangonidae;Aegaeon;lacazei;Aegaeon lacazei;accepted;PONTLAC;5,5;1;Sealifebase;NA;NA;;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;200;400;2;50;758;;;NA;;8,2;18,6;1;12,3;Sealifebase;1285;4,96
Sergia robusta;107136;Arthropoda;Malacostraca;Decapoda;Sergestidae;Sergia;robusta;Robustosergia robusta;superseded combination;SERGROB;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;pelagic;Sealifebase;825;2038;4;100;5000;planktivorous;Sealifebase;NA;;3,3;13,6;1;4,4;Sealifebase;1267;4,89
Plesionika edwardsii;107656;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;edwardsii;Plesionika edwardsii;accepted;PLESEDW;4;1;Sealifebase;3,5;3;Colloca2002;20000;4;Possenti2007;bearer;Sealifebase;benthic;Sealifebase;149;402;2;50;850;planktivorous;Sealifebase;3,53;Sealifebase;8,8;21,2;3;14,2;Sealifebase;1291;4,98
Plesionika antigai;107655;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;antigai;Plesionika antigai;accepted;PLESANT;1,7;1;Campisi1998;NA;NA;;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;330;370;4;120;800;planktivorous;Sealifebase;3,4;Sealifebase;13,3;14,4;2;13,9;Sealifebase;1242;4,79
Pagurus excavatus;107236;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;excavatus;Pagurus excavatus;accepted;PAGUEXC;1;1;Mura2006;NA;3;Clare2022;1670;4;Macpherson2004;bearer;;benthic;Sealifebase;66;213;1;15;450;scavenger;Sealifebase;NA;;NA;NA;NA;NA;Sealifebase;1354;5,22
Paromola cuvieri;107264;Arthropoda;Malacostraca;Decapoda;Homolidae;Paromola;cuvieri;Paromola cuvieri;accepted;PAROCUV;21,5;2;Sealifebase;3;2;Castro2014;37600;4;Triay-Portella2014;bearer;Sealifebase;benthic;Sealifebase;80;350;2;10;1212;generalist;Sealifebase;3,42;Sealifebase;10;16,4;2;13,3;Sealifebase;1263;4,87
Pagurus alatus;107230;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;alatus;Pagurus alatus;accepted;PAGUALA;0,95;1;Mura2006;NA;3;Clare2022;2500;4;Mura2006;bearer;Sealifebase;benthic;Sealifebase;85;310;2;NA;700;detritivorous;Sealifebase;2;Sealifebase;6,9;11,7;1;9,7;Sealifebase;1229;4,74
Munida rutllanti;107161;Arthropoda;Malacostraca;Decapoda;Munididae;Munida;rutllanti;Iridonida speciosa;superseded combination;MUNIIRI;22;2;Sealifebase;NA;1;Petric2010;3250;4;Petric2010;bearer;;demersal;Sealifebase;177;317;2;130;540;scavenger;Cartes2002;NA;;NA;NA;NA;NA;Sealifebase;1149;4,43
Pagurus prideaux;107239;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;prideaux;Pagurus prideaux;accepted;PAGUPRI;1,4;1;BioticMarlin;5;2;BioticMarlin;20000;4;BioticMarlin;bearer;Sealifebase;demersal;Sealifebase;NA;NA;NA;NA;NA;generalist;Sealifebase;3,37;Sealifebase;NA;NA;NA;NA;;1151;4,44
Eusergestes arcticus;515738;Arthropoda;Malacostraca;Decapoda;Sergestidae;Eusergestes;arcticus;Eusergestes arcticus;accepted;SERGARC;1,4;1;Sealifebase;NA;NA;;NA;NA;;bearer;Sealifebase;pelagic;Sealifebase;812;1901;4;180;4500;planktivorous;Sealifebase;3,2;Sealifebase;2,2;13,4;1;3,3;Sealifebase;1016;3,92
Pontophilus spinosus;107564;Arthropoda;Malacostraca;Decapoda;Crangonidae;Pontophilus;spinosus;Pontophilus spinosus;accepted;PONPSPI;5,2;1;Sealifebase;NA;2;G-Irusta2018;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;200;400;2;20;1550;carnivorous;Sealifebase;2,99;Sealifebase;3,9;14,2;1;7,3;Sealifebase;901;3,47
Monodaeus couchii;241154;Arthropoda;Malacostraca;Decapoda;Xanthidae;Monodaeus;couchii;Monodaeus couchii;accepted;XANTCOU;NA;1;G-Irusta2018;NA;2;G-Irusta2018;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;220;591;3;60;1300;generalist;Sealifebase;3,14;Sealifebase;NA;NA;NA;NA;Sealifebase;891;3,44
Bathynectes maravigna;107377;Arthropoda;Malacostraca;Decapoda;Polybiidae;Bathynectes;maravigna;Bathynectes maravigna;accepted;BATYMAR;5;1;Abello2001;NA;2;G-Irusta2018;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;500;623;4;9;1455;scavenger;G-Irusta2018;NA;;0,9;13,9;1;9,4;Sealifebase;937;3,61
Aegaeon cataphractus;107548;Arthropoda;Malacostraca;Decapoda;Crangonidae;Aegaeon;cataphractus;Aegaeon cataphractus;accepted;PONTCAT;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;;;NA;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;;737;2,84
Inachus dorsettensis;107327;Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;dorsettensis;Inachus dorsettensis;accepted;INACDOR;3,5;1;BioticMarlin;3;2;Vogt2019;5000;4;BioticMarlin;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;omnivorous;BioticMarlin;NA;;NA;NA;NA;NA;;730;2,82
Calappa granulata;107268;Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;granulata;Calappa granulata;accepted;CALAGRA;10;1;Sealifebase;NA;NA;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;30;150;1;10;700;carnivorous;Sealifebase;3,94;Sealifebase;13,3;19,2;2;15,4;Sealifebase;578;2,23
Calocaris macandreae;107726;Arthropoda;Malacostraca;Decapoda;Axiidae;Calocaris;macandreae;Calocaris macandreae;accepted;CALOMAC;4,6;1;Buchanan1963;9;3;Sealifebase;175;3;Buchanan1963;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;omnivorous;Pinn2012;2,11;Sealifebase;NA;NA;NA;NA;;397;1,53
Gennadas elegans;107095;Arthropoda;Malacostraca;Decapoda;Benthesicymidae;Gennadas;elegans;Amalopenaeus elegans;superseded combination;GENNELE;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;pelagic;Sealifebase;796;2098;4;0;5330;;;NA;;2,4;13,6;1;3,9;Sealifebase;370;1,43
Processa nouveli;107689;Arthropoda;Malacostraca;Decapoda;Processidae;Processa;nouveli;Processa nouveli;accepted;PROCNOU;NA;1;BioticMarlin;NA;1;Clare2022;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;118;306;2;50;622;carnivorous;Clare2022;NA;;6,4;14,5;1;10,7;Sealifebase;360;1,39
Pilumnus spinifer;107420;Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;spinifer;Pilumnus spinifer;accepted;PILUSPI;NA;1;Clare2022;NA;3;Clare2022;NA;NA;;bearer;Sealifebase;demersal;;NA;NA;NA;NA;NA;generalist;Sealifebase;NA;;NA;NA;NA;NA;;414;1,6
Munida tenuimana;107166;Arthropoda;Malacostraca;Decapoda;Munididae;Munida;tenuimana;Munida tenuimana;accepted;MUNITEN;3,1;1;Sealifebase;NA;3;Clare2022;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;256;794;4;NA;1900;carnivorous;Clare2022;2;Sealifebase;NA;NA;NA;NA;Sealifebase;380;1,47
Spinolambrus macrochelos;442337;Arthropoda;Malacostraca;Decapoda;Parthenopidae;Spinolambrus;macrochelos;Spinolambrus macrochelos;accepted;PARTMAC;4;1;Ingle1980;NA;NA;;NA;NA;;;;benthic;Sealifebase;199;630;3;5;1478;omnivorous;Sealifebase;NA;;NA;NA;NA;NA;Sealifebase;390;1,5
Pisa armata;107353;Arthropoda;Malacostraca;Decapoda;Epialtidae;Pisa;armata;Pisa armata;accepted;PISAARN;NA;1;Clare2022;NA;3;Clare2022;NA;NA;;bearer;Sealifebase;benthic;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;354;1,37
Latreillia elegans;107265;Arthropoda;Malacostraca;Decapoda;Latreilliidae;Latreillia;elegans;Latreillia elegans;accepted;LATRELE;4,1;1;Sealifebase;NA;NA;;NA;NA;;;;benthic;;NA;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;;374;1,44
Inachus thoracicus;107334;Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;thoracicus;Inachus thoracicus;accepted;INACTHO;NA;1;Clare2022;NA;1;Clare2022;NA;NA;;bearer;Clare2022;benthic;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;349;1,35
Palinurus elephas;107703;Arthropoda;Malacostraca;Decapoda;Palinuridae;Palinurus;elephas;Palinurus elephas;accepted;PALIELE;50;3;BioticMarlin;15;3;Sealifebase;201549;4;Sealifebase;guarder;Sealifebase;demersal;Sealifebase;10;70;1;5;200;generalist;Goñi2001;3,34;Sealifebase;7,7;19,6;1;11,9;Sealifebase;290;1,12
Macropodia tenuirostris;107346;Arthropoda;Malacostraca;Decapoda;Inachidae;Macropodia;tenuirostris;Macropodia tenuirostris;accepted;MACRTEN;3,2;1;BioticMarlin;NA;2;BioticMarlin;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;169;540;3;9;1249;omnivorous;BioticMarlin;NA;;NA;NA;NA;NA;Sealifebase;341;1,31
Maja squinado;107350;Arthropoda;Malacostraca;Decapoda;Majidae;Maja;squinado;Maja squinado;accepted;MAJASQU;22;3;Sealifebase;7;3;Vogt2019;156000;4;BioticMarlin;bearer;Sealifebase;demersal;Sealifebase;16;73;1;NA;150;generalist;BioticMarlin;2,94;Sealifebase;8,2;20,1;1;11,1;Sealifebase;294;1,13
Penaeus kerathurus;246388;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;kerathurus;Penaeus kerathurus;accepted;PENAKER;18;2;Sealifebase;3;2;Vitale2010;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;9;46;1;NA;93;carnivorous;Carlier2007;3,54;Sealifebase;15,2;21,6;2;19;Sealifebase;171;0,66
Plesionika narval;107662;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;narval;Plesionika narval;accepted;PAPANAR;14,5;2;Sealifebase;6,8;2;Sousa2014;7000;4;Thessalou-Legaki1992;bearer;Sealifebase;demersal;Sealifebase;200;400;2;10;910;carnivorous;Sealifebase;3,5;Sealifebase;8;19,1;1;13;Sealifebase;287;1,11
Pagurus cuanensis;107235;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;cuanensis;Pagurus cuanensis;accepted;PAGUCUA;1,5;1;BioticMarlin;NA;3;Clare2022;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;detritivorous;Sealifebase;NA;;NA;NA;NA;NA;;279;1,08
Philocheras echinulatus;107558;Arthropoda;Malacostraca;Decapoda;Crangonidae;Philocheras;echinulatus;Philocheras echinulatus;accepted;PHILECH;NA;1;G-Irusta2018;NA;2;G-Irusta2018;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;scavenger;G-Irusta2018;NA;;NA;NA;NA;NA;;225;0,87
Homola barbata;107262;Arthropoda;Malacostraca;Decapoda;Homolidae;Homola;barbata;Homola barbata;accepted;HOMOBAR;1,5;1;Sealifebase;NA;NA;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;92;308;2;10;682;carnivorous;Sealifebase;NA;;12,2;23,2;3;15,2;Sealifebase;257;0,99
Macropodia rostrata;107345;Arthropoda;Malacostraca;Decapoda;Inachidae;Macropodia;rostrata;Macropodia rostrata;accepted;MACRROS;2,8;1;Clare2022;NA;1;Clare2022;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;28;60;1;20;100;omnivorous;Carlier2007;NA;;NA;NA;NA;NA;Sealifebase;248;0,96
Paguristes eremita;107200;Arthropoda;Malacostraca;Decapoda;Diogenidae;Paguristes;eremita;Paguristes eremita;accepted;PAGIERE;2;1;Tirelli2010;NA;NA;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;1;6;1;NA;10;omnivorous;Carlier2007;NA;;17,7;19,6;2;18,9;Sealifebase;210;0,81
Rochinia carpenteri;107359;Arthropoda;Malacostraca;Decapoda;Epialtidae;Rochinia;carpenteri;Scyramathia carpenteri;superseded combination;ROCHCAR;NA;NA;;NA;NA;;NA;NA;;;;;Sealifebase;NA;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;;174;0,67
Dromia personata;107258;Arthropoda;Malacostraca;Decapoda;Dromiidae;Dromia;personata;Dromia personata;accepted;DROMPER;7,5;1;Sealifebase;NA;NA;;NA;NA;;bearer;Sealifebase;demersal;Sealifebase;NA;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;;213;0,82
Lophogaster typicus;119936;Arthropoda;Malacostraca;Lophogastrida;Lophogastridae;Lophogaster;typicus;Lophogaster typicus;accepted;LOPOTYP;NA;NA;;NA;NA;;NA;NA;;;;demersal;Sealifebase;87;244;1;32;500;;;NA;;5,2;13,9;1;8,2;Sealifebase;162;0,62
Acanthephyra pelagica;107581;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Acanthephyra;pelagica;Acanthephyra pelagica;accepted;ACANPEL;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;pelagic;Sealifebase;501;1140;4;183;2500;carnivorous;;NA;;1,9;10,4;1;5;Sealifebase;136;0,52
Inachus communissimus;107326;Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;communissimus;Inachus communissimus;accepted;INACCOM;NA;1;Clare2022;NA;1;Clare2022;NA;NA;;bearer;Clare2022;benthic;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;143;0,55
Macropodia linaresi;107341;Arthropoda;Malacostraca;Decapoda;Inachidae;Macropodia;linaresi;Macropodia linaresi;accepted;MACRLIN;NA;1;Clare2022;NA;1;Clare2022;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;14;35;1;9;59;carnivorous;Clare2022;NA;;NA;NA;NA;NA;Sealifebase;136;0,52
Macropodia longirostris;107343;Arthropoda;Malacostraca;Decapoda;Inachidae;Macropodia;longirostris;Macropodia longirostris;accepted;MACRLOG;2,2;1;Porporato2011;NA;1;Clare2022;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;104;237;1;60;445;carnivorous;Clare2022;NA;;6,5;14,2;1;9,7;Sealifebase;167;0,64
Palinurus mauritanicus;107704;Arthropoda;Malacostraca;Decapoda;Palinuridae;Palinurus;mauritanicus;Palinurus mauritanicus;accepted;PALIMAU;75;3;Sealifebase;21;3;Sealifebase;136000;4;Sealifebase;bearer;Sealifebase;demersal;Sealifebase;200;400;2;180;600;carnivorous;Sealifebase;3,54;Sealifebase;10,1;14,6;2;13,2;Sealifebase;106;0,41
Allosergestes sargassi;514114;Arthropoda;Malacostraca;Decapoda;Sergestidae;Allosergestes;sargassi;Allosergestes sargassi;accepted;SERGSAR;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;pelagic;Sealifebase;293;892;4;0;2150;planktivorous;Sealifebase;3,13;Sealifebase;0,3;11,6;1;3,1;Sealifebase;96;0,37
Maja crispata;107348;Arthropoda;Malacostraca;Decapoda;Majidae;Maja;crispata;Maja crispata;accepted;MAJACRI;9,5;1;Sealifebase;NA;NA;;33939;4;Sealifebase;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;30;;;NA;;NA;NA;NA;NA;Sealifebase;108;0,42
Pilumnus hirtellus;107418;Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;hirtellus;Pilumnus hirtellus;accepted;PILUHIR;2,8;1;BioticMarlin;NA;3;Clare2022;4000;4;Sealifebase;bearer;Sealifebase;demersal;Sealifebase;NA;NA;NA;NA;NA;omnivorous;Carlier2007;NA;;NA;NA;NA;NA;;112;0,43
Ethusa mascarone;107283;Arthropoda;Malacostraca;Decapoda;Ethusidae;Ethusa;mascarone;Ethusa mascarone;accepted;ETHUMAS;1,5;1;;NA;NA;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;;97;0,37
Galathea intermedia;107150;Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;intermedia;Galathea intermedia;accepted;GALAINT;0,8;1;BioticMarlin;2;1;Kronenberger2003;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;NA;NA;NA;NA;NA;detritivorous;Sealifebase;NA;;NA;NA;NA;NA;;91;0,35
Liocarcinus vernalis;107394;Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;vernalis;Liocarcinus vernalis;accepted;MCPIVER;NA;NA;;NA;NA;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;22;95;1;NA;200;detritivorous;Sealifebase;NA;;11,1;17,2;2;14,1;Sealifebase;81;0,31
Pandalidae;106789;Arthropoda;Malacostraca;Decapoda;Pandalidae;;;Pandalidae;accepted;PANDDAE;NA;2;Clare2022;NA;3;Clare2022;NA;NA;;bearer;Clare2022;;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;2;0,01
Crangon;107007;Arthropoda;Malacostraca;Decapoda;Crangonidae;Crangon;;Crangon;accepted;CRANSPP;NA;1;Clare2022;NA;2;Clare2022;NA;NA;;bearer;Clare2022;;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;73;0,28
Majidae;106760;Arthropoda;Malacostraca;Decapoda;Majidae;;;Majidae;accepted;MAJIDAE;NA;3;Clare2022;NA;3;Clare2022;NA;NA;;bearer;Clare2022;;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;3;0,01
Paguridae;106738;Arthropoda;Malacostraca;Decapoda;Paguridae;;;Paguridae;accepted;PAGGDAE;NA;1;Clare2022;NA;3;Clare2022;NA;NA;;bearer;Clare2022;;;NA;NA;NA;NA;NA;carnivorous;Clare2022;NA;;NA;NA;NA;NA;;170;0,66
Xanthidae;106769;Arthropoda;Malacostraca;Decapoda;Xanthidae;;;Xanthidae;accepted;XANHDAE;NA;1;Clare2022;NA;3;Clare2022;NA;NA;;bearer;Clare2022;;;NA;NA;NA;NA;NA;detritivorous;Clare2022;NA;;NA;NA;NA;NA;;8;0,03
