Lat,Lon,Time Range,Flag,Geartype,Vessel IDs,Apparent Fishing Hours
34.200000,13.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,4,39.64
38.600000,7.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,1,1.01
35.800000,12.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",DZA,fishing,1,4.07
43.300000,15.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",HRV,fishing,2,13.13
37.000000,20.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,1,0.13
36.600000,13.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,trawlers,1,2.23
36.300000,15.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,1,1.00
36.800000,-2.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,other_purse_seines,12,1081.83
37.900000,1.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,drifting_longlines,1,2.94
39.200000,0.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,6.06
42.700000,7.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",FRA,trawlers,1,1.69
36.600000,26.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,fishing,1,0.25
36.700000,12.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,4,33.63
37.600000,10.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,8,60.00
45.600000,37.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",RUS,purse_seines,1,6.80
35.400000,12.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUN,fishing,4,27.48
41.400000,18.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ALB,trawlers,17,467.54
42.400000,28.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",BGR,trawlers,4,7.62
36.500000,-4.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,tuna_purse_seines,1,0.57
41.100000,12.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,3.37
37.700000,-0.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,set_longlines,1,0.62
42.400000,17.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,5,50.95
37.100000,19.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,0.75
42.200000,17.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,4,76.16
44.600000,37.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",RUS,fishing,2,33.48
36.100000,10.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",DZA,fishing,1,3.27
38.200000,2.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,1,3.82
37.800000,12.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,8,74.26
37.600000,26.300000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,other_purse_seines,1,0.46
42.700000,18.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",HRV,trawlers,6,45.65
36.000000,14.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,18,196.14
33.900000,16.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,1,6.94
39.300000,14.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,2,3.72
38.200000,9.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUN,fishing,1,15.28
42.800000,15.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,4,27.38
34.400000,13.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUN,trawlers,1,2.78
37.700000,12.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,other_purse_seines,11,46.92
34.400000,14.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,2.01
38.500000,12.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,1,8.62
44.700000,36.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",RUS,trawlers,1,0.25
36.000000,-2.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",,trawlers,2,21.11
43.200000,4.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",FRA,fishing,2,11.62
34.300000,12.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,1,1.26
39.100000,23.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,other_purse_seines,2,8.45
40.000000,3.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,trawlers,5,23.72
37.600000,23.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,fishing,3,11.06
35.300000,14.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,other_purse_seines,1,1.55
36.500000,35.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,trawlers,19,518.49
37.200000,25.300000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,fishing,1,1.24
41.800000,3.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,trawlers,22,3244.53
44.000000,10.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GBR,fishing,1,0.08
40.800000,28.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,purse_seines,4,25.07
38.700000,8.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,1,4.49
35.400000,13.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,6,30.34
38.300000,19.300000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,2,4.61
35.800000,15.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,fishing,1,22.96
37.800000,10.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,0.87
39.900000,19.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,1,0.50
36.100000,14.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,8.01
38.900000,8.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,4,6.45
35.500000,27.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,drifting_longlines,1,0.25
33.400000,13.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",LBY,purse_seines,1,7.70
34.400000,14.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,1,5.14
35.300000,14.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ALB,fishing,1,6.02
43.500000,14.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,42,1420.99
35.900000,22.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,2,20.26
44.800000,37.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",RUS,set_gillnets,1,10.16
39.100000,19.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,2.00
36.600000,-1.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,drifting_longlines,3,41.83
37.000000,24.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,fishing,1,4.25
37.300000,20.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,1,1.89
36.200000,33.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,fishing,1,4.72
35.200000,34.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",CYP,drifting_longlines,2,20.11
36.000000,12.300000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,trawlers,1,43.77
44.100000,13.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,3,8.22
41.200000,12.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,set_longlines,1,5.98
42.000000,18.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,1,4.93
39.700000,15.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",DZA,purse_seines,1,0.20
40.800000,13.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,other_purse_seines,1,7.27
42.900000,14.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,other_purse_seines,5,142.81
43.900000,29.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ROU,trawlers,1,2.09
35.700000,14.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",CYP,trawlers,1,38.97
38.600000,-0.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,dredge_fishing,1,41.10
37.800000,12.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fixed_gear,1,257.18
35.800000,14.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",,other_purse_seines,1,25.16
40.500000,8.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,other_purse_seines,1,155.12
39.500000,-0.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,other_purse_seines,17,159.44
31.500000,32.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",,trawlers,1,17.32
38.400000,21.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,trawlers,7,120.47
45.700000,13.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,pots_and_traps,2,67.22
37.800000,24.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,trawlers,2,33.60
39.700000,4.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,set_gillnets,1,4.89
39.600000,0.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,trawlers,7,83.32
42.000000,41.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GEO,other_purse_seines,8,46.71
36.300000,13.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,2,4.99
37.200000,10.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUN,fishing,1,0.81
41.900000,11.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,set_longlines,1,8.29
43.800000,29.300000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",BGR,fishing,3,23.13
36.800000,-0.500000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,drifting_longlines,1,6.03
38.500000,12.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,fishing,1,7.20
40.000000,19.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ALB,trawlers,4,346.40
36.900000,15.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,9,1972.49
38.900000,26.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,trollers,1,9.11
44.200000,8.300000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,1,51.52
38.300000,20.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,purse_seines,1,130.84
36.600000,27.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,fishing,1,3.89
39.700000,14.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,tuna_purse_seines,2,8.62
35.400000,15.700000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,1,1.40
39.800000,2.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,drifting_longlines,1,8.93
38.800000,25.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,drifting_longlines,3,4.39
36.600000,13.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,2,3.09
35.900000,-3.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ESP,set_gillnets,1,9.76
38.000000,21.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,other_purse_seines,1,4.37
35.300000,13.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUN,fishing,1,6.12
39.000000,25.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",GRC,trawlers,6,17.51
36.300000,12.100000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUN,fishing,2,7.85
38.700000,0.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",FRA,tuna_purse_seines,5,45.96
37.000000,13.900000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,purse_seines,1,3.94
39.000000,15.800000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,tuna_purse_seines,2,4.55
41.800000,32.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,other_purse_seines,1,51.12
37.200000,11.200000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,trawlers,4,7.44
41.200000,38.400000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",TUR,purse_seines,1,10.51
35.700000,12.600000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",MLT,drifting_longlines,1,6.57
41.600000,19.000000,"2023-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z",ITA,drifting_longlines,1,0.42
